title,author,date,abstract,column,url
"The ""ideal"" Duke experience",Valerie Tan ,2022-10-13,"I was ashamed of not making full use of the plethora of resources available, and worried that my decision to sit out on many “core” experiences was diminishing the value and authenticity of my college experience—that it made me less of a Duke student.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/10122022-tan-ideal-duke-experience
Embracing the Mississippian parts of ourselves,Advikaa Anand ,2022-10-13,"""Well, you don't seem like you're from Mississippi.""",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/101322-anand-embracing-the-mississippi-part-of-ourselves
It’s time to umask the bus mask mandate,Sean Keating ,2022-10-13,"Perhaps it is time to stop caring about optics, and start allowing your poor students to sip their Diet Dr. Peppers.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/10/101322-keating-bus-mask-mandate
Response to Duke Climate Commitment,Elizabeth Albright ,2022-10-12,"Duke University will be judged by current and future generations in the ways we decide to implement concrete, measurable, and forward thinking goals to ensure that our actions are as bold as our words.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/10/101222-albright-climate-commitment-response
Sexual assault: the harmful dichotomy between prevention and intervention,Billy Cao ,2022-10-06,"It saddens me to see that, although new administrators have come to Duke with new sets of promises, they have reverted to the same words, defenses, and strategies against recurrent student grievances.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100722-cao-prevention-and-intervention-of-sexual-assault
PSA Statement on Iran,Persian Students Association ,2022-10-06,"Iranian women are not victims, they will emerge victors over a repressive regime.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100722-psa
How to Draw a Line,Ayesham Khan ,2022-10-06,I mean in the more emotional sense: how to draw. Like how to think. How to clear a mind. How to excavate it for memory.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100622-khan-draw-line
I can’t menstruate. Here’s how the overturning of Roe v. Wade affects me.,Viktoria Wulff-Andersen ,2022-10-06,"No one at Duke should be made to feel less like a woman because of their menstrual capabilities—not me, not a roommate, not a teacher, not a peer.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100622-wulff-andersen-menstruation
Unwritten rules for catching up with friends,Nathan Luzum ,2022-10-05,"If the glint of the sun catches your dining partner’s eyes just right, it might just illuminate their intrinsic hopefulness and goodwill, revealing them as a bastion of radiance in a world of iniquity.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100522-luzum-unwritten-rules
What's a criminal?,Sonia Green ,2022-10-05,The Duke community must make sure that the burden of reassuring others doesn’t fall on Black Duke.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100522-green-whats-a-criminal
On old friends,Laura Boyle ,2022-10-05,"But, at college, we come to know that the value of a friend is found not in their proximity, but rather, in what happens in the gaps between.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100522-boyle-on-old-friends
Abolish fall break,Heidi Smith ,2022-10-04,"Inherently, fall break isn't a horrible idea, but in practice it falls rather short.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/10032022-smith-abolish-fall-break
Linguistics student accidentally rediscovers eldritch language,Monday Monday ,2022-10-03,"I peeked into rooms that seemed, at least at a glance, impossible: a study space so large I couldn’t see the other end, a classroom with all the desks on the ceiling, and an affordable campus dining option.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/180922-mondaymonday-eldritch-language
A statement from GPSG’s Director of Environment and Sustainability regarding Duke’s Climate Commitment,Michelle Carter ,2022-10-03,I call for the administrators at Duke University to actively release their plans and updates for the implementation of climate and environmental concepts.,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/10/100322-carter-gpsg-duke-climate-commitment
"""People are not crimes.""",Luke A. Powery ,2022-10-03,He recognizes that we human beings are not just broken; we are beautiful and gifted as well.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/10/100322-powery-people-are-not-crimes
A statement on behalf of the Duke Climate Coalition regarding the September 29th Climate Commitment announcement,Duke Climate Coalition ,2022-10-01,"Until Duke pledges to total [fossil fuel] divestment, the Climate Commitment will remain a statement of utter hypocrisy.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/10/100122-duke-climate-coalition-climate-commitment-divestment
Editor's note: Explaining the retraction of an article from The Chronicle's website Friday afternoon,Milla Surjadi ,2022-09-30,"On Wednesday, an article was published in the Recess section describing a writer’s experience at the Alec Benjamin concert at the Ritz in Raleigh. ",EDITORS NOTE,https://www.dukechronicle.com/article/2022/09/duke-chronicle-retraction-editors-note
"Like lead-filled piñatas: the story of the Frangible Bullet Project, Duke’s largest military-funded research endeavor",Monika Narain ,2022-09-30,"Sure, killing is an inevitable part of battle, but perhaps one could argue that, at least for the last year of the war, the American execution of every, well, enemy execution, can be inextricably traced to the Duke name.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/093022-narain-frangible-bullet-project
Beyond the yellow wallpaper: A look into gendered medical gaslighting,Advikaa Anand ,2022-09-29,"Their exhibitions of hysteria represented an attempt to seize masculine power, and it was the doctor’s job to return them to their natural feminine state---keeping them captive in their sickness. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092922-anand-beyond-the-yellow-wallpaper-medical-gaslighting
"Stop infantilizing us, Duke!",Miranda Straubel ,2022-09-29,"Despite being an elite university, Duke sure knows how to treat its students like children. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092922-straubel-duke-stop-infantilizing-us
Yesterday’s fear-mongering DukeAlert is indicative of the University’s failed attempts to address racial inequity,Tashia Ethridge ,2022-09-28,Yesterday's DukeAlert is something that should weigh heavily on the minds of the Duke community.,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/09/092822-ethridge-dukealert-racial-inequity
Humans stuck in Duke's institutional workshop,Abdel Shehata ,2022-09-28,"The institutional system is designed to be as inefficient as possible in dealing with human concerns... In other words, the bureaucratic maze is not a fault of the system but the system itself. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092822-shehata-stuck-in-insitutional-workshop
You didn't understand the assignment,Linda Cao ,2022-09-28,"But if you measure the value of school based on the number of facts you can whip out of your pocket, then I suppose you really didn’t understand the assignment. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092822-cao-you-didnt-understand-assignment
Duke is on the wrong side of labor union history. Here’s its chance to get it right,Pilar Kelly ,2022-09-27,I urge the university to voluntarily recognize DGSU and thus signal a new age in labor relations. Duke has the power to symbolically depart from its part in the story of worker oppression– the beginning of which starts on the same plot of land that graduate students plant their table today. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092722-kelly-union-history
Reflections on Latinx Heritage Month,Anthony Salgado ,2022-09-27,"At an institution like Duke, finding people like you can be hard but you are making a generational path for others by doing so. Your future descendants are thanking you right now, so seize your opportunities and make them proud.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/09272022-salgado-lhm
A tribute to Queen Elizabeth II,Sophie Ju ,2022-09-26,"To many countries, she not only represented the companion of time and space, but also the spiritual bond—an embodiment of history, tradition and values. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092622-ju-queen-elizabeth
"Shana Tova! – Sincerely, Duke University",Dena Levin ,2022-09-25,"809 is the number of Jewish students who are forced to make the choice: go to class, or go to synagogue.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092422-levin-duke-jewish-students-holiday-break
Pessimism is easy,Ooha Reddy ,2022-09-24,"It felt selfish at points to put myself out there and advocate for an issue that felt like it only concerned me, but the people around me assured me that my own cause is still worth fighting for.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092322-reddy-pessimism-is-easy
How Duke is failing sexual assault victims,Billy Cao ,2022-09-23,"The Duke Today article is a quintessential example of the institution’s infantilization of students, antagonism towards advocates, dismissal of constructive criticism, and to be frank, perpetuation of patriarchal defenses. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092322-cao-duke-mistreats-sexual-assault-victims
​​Why is GroupMe so terrible? The Windows XP of online communication,James Gao ,2022-09-23,Our campus – and all campuses – should have ways of connecting with others that are actually pleasant to use.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092322-gao-groupme
Who's expected to mourn the queen?,Sydney Brown ,2022-09-23,Who's allowed to mourn the queen? How are they allowed to do so?,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092322-brown-mourning-queen-empire
Do nothing.,Spencer Chang ,2022-09-23,Do nothing.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092322-chang-do-nothing
All-time empathy is toxic,Chi Nghiem ,2022-09-22,Empathy is now not the pure act of altruism or cherishing but the norms that dictate one’s tie to a group or a person.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092222-nghiem-empathy
Duke doesn’t want me. Neither does my home.,Viktoria Wulff-Andersen ,2022-09-22,The thing about being constantly forced to confront your lack of a permanent residence is that you’re also forced to reconcile with the fact that you’re not as important to the trajectory of others as you might think. Life goes on regardless of if you’re there or not.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092222-wulff-andersen-home
What's so special about peanuts?,Sonia Green ,2022-09-22,"If Duke truly wants to be allergen-friendly, we should at least recognize more allergens than just peanuts and tree nuts.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092222-green-peanuts
Vote in North Carolina. Pretty please.,Chloe Decker ,2022-09-21,"As one of only several North Carolina universities where the majority of the student body does not originate from within the state, Duke holds a unique position to contribute thousands of young, diverse voters to the electorate.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092122-decker-vote-in-north-carolina-please
Straddling the fence,Valerie Tan ,2022-09-21,"I quietly clung onto the selfish hope that everything could be frozen in time so that leaving could be as simple as hitting pause and returning, as effortless as picking up from where I left off.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/092122-tan-straddling-the-fence
It's okay to change your mind,Heidi Smith ,2022-09-20,"I’ve come to the opinion that most things socially—obviously done in moderation and safely—can be a healthy break from the rigors and stresses of being a college student. This is almost embarrassingly banal, but it’s taken me a long time to get to this point.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/09202022-smith-changing-mind
Economics majors hold emergency council to address food point inflation,Monday Monday ,2022-09-19,“What if we made mobile orders into NFTs?”,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/180922-mondaymonday-econ-major-council
Changing your mind,Luke A. Powery ,2022-09-19,Learning can be an expansion or deconstruction or construction or a deepening or an enlightening—and all of this is change.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091922-powery-learning-change
This saga ends here,Ooha Reddy ,2022-09-16,Wednesday’s webinar droned on about the administration’s mission to create a “less fragmented community” and return students to their “home institution.” But DKU stopped being my home institution a while ago.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091622-reddy-this-saga-ends-here-dku
The “find your passion” narrative is a scam,Michelle Ling ,2022-09-16,"Having a passion is not a requirement to be a valuable and interesting person, and we are not meant to be packaged and labeled into something that other people can decide the worth of. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091622-ling-finding-your-passion-is-a-scam
"North Carolina politics: past, present, and future",Miranda Straubel ,2022-09-15," I have faith that one day our state will be able to take decisive action on climate change, taking advantage of natural resources to eliminate fossil fuels. We will eventually have the nation’s best public schools and safest communities. One day we will become the progressive beacon we once were, uplifting every community.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091522-straubel-nc-politics-past-present-future
Quarantine qualms: a reflection on contracting COVID-19 at the tail end of the pandemic,Advikaa Anand ,2022-09-15,"I had contracted the virus when it no longer dominated media headlines, creating distance between its harrowing physical impacts and other people’s perceptions. Nor did Duke provide the same wealth of resources for those quarantined as it did earlier in the pandemic.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091522-anand-quarantine-qualms
Stop disrespecting our bus drivers,Sonia Green ,2022-09-15,"Not only does yelling show an utter lack of respect, it’s also pointless and promotes the stereotype of the “entitled Duke student.”",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091522-green-bus-drivers
A Panda in a desert of bureaucracy,Abdel Shehata ,2022-09-14,"It is easy to counteract the increase in dining prices through an increase in dining financial aid, subsidizing healthier food options on campus, and expanding the food point system to 9th Street restaurants. However, all those suggestions do is treat a symptom not the disease itself: the bureaucratic and non transparent nature of the Duke administration. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091422-shehata-panda-in-desert-bureaucracy
I'm okay with you being dead,Linda Cao ,2022-09-14,"The idea of living with ambivalent feelings, a place without closure, is peculiarly uncomfortable.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091422-cao-okay-with-you-being-dead
SLGs or QuadEx? Why not both!,Pilar Kelly ,2022-09-13,"QuadEx should be embraced as an addition, not a substitution, to community at Duke",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091222-kelly-slg-quadex
"As food rots, so does my heritage",Ayesham Khan ,2022-09-13,"I am fearful of losing it all. Much of it is lost already, the intimacy of knowing the delivery boy, the closeness of picking out your fruit and meat, and the slowness of pickling your own carrots. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091222-khan-food-rots-heritage
"If you must be immoral, be honest about it",Dan Reznichenko ,2022-09-12,Nobody wants to admit that they’re making a choice that is some shade of gray. ,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/reznichenko-immoral-honest
The power of being alone,Sophie Ju ,2022-09-12,"If there’s only one thing I hope to share with my peers in the Class of 2026, it’s that the foundation for us to connect with this new community is to first connect with ourselves.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/091122-ju-power-alone
Transcending sexual consent,Billy Cao ,2022-09-09,"But in order for students to take consent to heart, they must first understand what makes wrongful sex wrong and undesirable sex undesirable, not the other way around. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090922-cao-consent
It’s easy to be scared,Sydney Brown ,2022-09-09,"What will your life be like if you allow yourself to choose one of them despite your fears? Where will you go? What will you miss out on if you don’t push through? A lot of life is what we make of it, so go do the thing that scares you the most. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090922-brown-scared
How to lose a conversation,Chi Nghiem ,2022-09-09,"In the search for a promptly sparking, effortlessly working romance, we objectify people, and that will in return objectify us. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090922-nghiem-conversation
A love letter to the lonely,Zoe Spicer ,2022-09-08,I wrote this letter to you in the hopes that it would make you feel a little less lonely.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/09/090722-spicer-focus-program-loneliness
Experiential orientation proposes an equity issue,Viktoria Wulff-Andersen ,2022-09-08,Understanding the far reach of accommodating and accounting for 1740 first-year students begged the question of where Duke would fall short.,STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090822-wulff-anderson-experiential-orientation-equity
On mortality and turning twenty,Laura Boyle ,2022-09-07,"I want you to remember that to be alive is to die one day, and that you should never feel guilty for getting one more chance, one more morning, one more moment to experience, to grow, to regress, to be. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090722-boyle-mortality
Here I go again,Valerie Tan ,2022-09-07,"This time, no longer shackled by my overthinking tendencies, I will be brutally honest if I must and less afraid to infuse my writing with more personality.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090722-tan-here-i-go-again
A neophyte in the hospital,Nathan Luzum ,2022-09-07,"The idea of being in the hospital so soon in your career seems great until you finish the first year and still feel woefully unprepared. But if life’s about anything, it’s about being woefully unprepared in as graceful a manner as possible.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090722-luzum-neophyte
The cost of eating at WU,Heidi Smith ,2022-09-06,"The way Duke’s upperclassman food plan works majorly contributes to a culture of ignoring breakfast, replacing meals with coffee, pushing off eating until work is done, and choosing the cheap option over the more desirable one, behaviors that are not only encouraged but often lauded in that toxic “suffering more than thou” way of bragging.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/09062022-smith-dining-hall
The Empty Equity Center,Anthony Salgado ,2022-09-06,"At the same time the Career Center was empty, Latinx students sat on the floor of their own space and had to grab chairs from across the Bryan Center.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/09062022-salgado-equity-center
Duke HRL introduces new TentEx program to address housing shortage,Monday Monday ,2022-09-05,"This new housing option provides a variety of benefits for students, such as being closer to classrooms and libraries, making sure each resident gets plenty of fresh air, and promoting a better sleep schedule by getting rid of the ability to ignore the sun in the morning.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/050922-duke-hrl-introduces-tentex-satire
Learning humbly,Luke A. Powery ,2022-09-05,"You have to be strong in order not to seek self-satisfaction, self-gratification or self-promotion.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/09/090522-powery-humility
SLG response to Duke admin,Duke SLGs ,2022-08-30,To diminish this source of community at all is disheartening; to diminish it sooner than we had expected is even more so.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/08/duke-university-selective-living-groups-response-to-duke-admin
An open letter to Dean Bill Boulding on decency,Jerry Chen ,2022-08-26,"I am writing this letter to challenge your idea of a decency quotient and, more specifically, of recognizing DQ.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/08/082322-chen-letter
"Elegy for Peaches, the placemaker",Jeff Nelson ,2022-08-24,"Peaches the community cat, the placemaker—this is how I will remember her.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/08/082422-nelson-letter-peaches
Tribute to Janet Hill,David Bowser ,2022-08-23,"As the flags fly low on campus today (Thursday, August 18), please remember her and the great work she did helping to make Duke University what it is.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/08/082222-bowser-letter
Concerned driver for Duke vans,Daniel Bradford ,2022-08-12,"With only four to six van drivers, though, I anticipate wait times will be through the roof; some students and staff might end up taking the dangerous walk to their car or dorm/apartment late at night.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/08/081222-bradford-letter-vans
The personal damages of Proclamation 10043,Xu Weng ,2022-08-10,"If I still can't get a visa this fall, I will give up the opportunity to study at Duke University.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/08/081022-weng-guest-proclamation-10043
An equitable Bryan Center,Anthony Salgado ,2022-07-27,"Duke has once again failed diversity on campus. The Bryan Center must remain a student facing area, promoting equity and inclusivity.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/07/072722-salgado-guest
Concerned alumni for the arts,Alumni for the Arts ,2022-07-19,"We are asking you, President Price, and Provost Kornbluth, to conduct an urgent, independent review of Duke Arts and Duke Performances, including talking with past staff so their institutional knowledge can be carried forward.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/07/071922-letter-alumni-for-the-arts
Uvalde statement,Mi Gente Executive Council ,2022-06-02,"These people will never take away our Latinx beauty, our resilience, or our bravery.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/06/060222-letter-mi-gente
BSA Buffalo Shooting Statement,Duke Black Student Alliance ,2022-05-26,Similar sentiments have been expressed for decades. Now is not the time for realization but mobilization.,LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/052522-bsa-letter
"Jackie Looney, long vision, and equality","Andrew D. Jones, Jr. ",2022-05-16,Dean Jackie Looney retires this year. She was a beacon of opportunity for over 30 years for families who have struggled over generations.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/05/051622-jones-guest
Letters: Tributes to Nugget,NA,2022-05-14,"""I will miss Nugget, but I will live each day honoring her by remembering what joy an everyday interaction can bring into your life. She taught us how a positive presence can bring so much light into your day,"" Alex Leo-Guerra, a senior, writes. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-tributes-to-nugget-keith-upchurch
Letter: My guardian angel,Dav King ,2022-05-14,"I have muddied beliefs on an afterlife, but I know that somewhere out there Nugget is lying on a bench still getting pets from all kinds of people. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/dav-king-tribute-to-nugget-keith-upchurch-my-guardian-angel
Letter: A very friendly dog,Daniel Hwang ,2022-05-14,"Nugget served as a constant reminder that amid all the work you were caught up in, that home, comfort, and community were never too far away. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/daniel-hwang-tribute-to-nugget-keith-upchurch
Letter: The spirit of our years at Duke,Charlie Zong ,2022-05-14,"I thought that someday this summer, I would learn to shake her hand. I thought she might be there to see me graduate next spring. I thought we would always have more time.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/tribute-to-nugget-keith-upchurch-charlie-zong
Our culture is not your frat party,Cultural Organizations Coming Together ,2022-05-12,"Selective social groups, unaffiliated or not, need more transparency in their systems to address racism, sexism, homophobia, xenophobia, ableism and sexual assault. ",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/05/051222-student-group-demands-ifc
Editor's note: Regarding 2022 student Commencement speaker's time on The Chronicle,Milla Surjadi ,2022-05-11,A review of Parkash's published stories for The Chronicle found no evidence of plagiarism. ,EDITORS NOTE,https://www.dukechronicle.com/article/2022/05/editors-note-2022-student-commencement-speaker-time-on-the-chronicle
Letter to the Editor: Statement from 2022 student Commencement speaker,Priya Parkash ,2022-05-10,"This statement was sent to The Chronicle on behalf of Parkash by Dave Quast, senior vice president of Red Banyan, a crisis public relations firm. ",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-priya-parkash-letter-to-the-editor-commencement-student-speaker-speech-2022-statement
Letter: Thank you from Duke alumna,Amy Unell ,2022-05-03,"Although I recently resigned from my role as Senior Director of Arts Engagement and Partnerships, I will always be a champion of the arts, DEMAN, StudioDuke and your friend.",LETTERS TO THE EDITOR,https://www.dukechronicle.com/article/2022/05/duke-university-alumna-amy-unell-deman-studio-duke
The exclusivity of studying abroad at Duke,Kaylin Hernández ,2022-04-26,Duke University and the Global Education Office (GEO) should offer more diverse study abroad programs in Latin America and the Caribbean to better reflect the Latinx/Latine student body instead of overemphasizing Spain.,GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042622-hernandez-guest
Duke learning is transactional; how we can do better,Grace Dessert ,2022-04-26,"One of my favorite professors, Dr. Malone, once asked me, “Are you a stat, or a story?”",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042622-dessert-grad-grading-stem
An open letter to Inside Joke,Anna Shenk-Evans ,2022-04-25,"In that video, Inside Joke was not only equating Lia Thomas to a man, but also invalidating the existence and successes of all trans athletes.",GUEST COLUMNS,https://www.dukechronicle.com/article/2022/04/042522-shenk-evans-guest
"Tsundoku, Gatsby, Marshmallows, Me",Jocelyn Chin ,2022-04-24,"I wonder if I have problems prioritizing as I balance on scales, watch my weight drop, know it’s the cost of saving each HEERF fund, stimulus check, meal stipend, the cost of piling books on my windowsill instead.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/042322-chin-books-nyc-consumption
Advice for the future CEB,Community Editorial Board ,2022-04-22,"We are proud to announce that, this semester, our articles got ""increasingly worse.""",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/042222-ceb
My two cents on a two minute decision,Linda Cao ,2022-04-21,"We treat our doctors with pride and appreciation, but there’s a very heavy burden that follows the letters D and r.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/042122-cao-vaught-healthcare-system
Let’s liberate the liberal arts,Community Editorial Board ,2022-04-20,"Fundamentally, the liberal arts must be, in a word, ‘liberal’—that is characterized by freedom of choice.",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04202022-ceb
Feeling,Margot Armbruster ,2022-04-20,"Just as I’m gentle on my knee so my knee supports my hip, I can maintain, as life continues, that all my seasons may count for me sometime. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/feeling
Better late than never,Nithin Ragunathan ,2022-04-20,"It’s natural to have regrets in life, but as The Chronicle chapter comes to a close, I only have one: Why didn’t I start sooner?",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/better-late-than-never
Why I watch sports,Evan Kolin ,2022-04-20,"I’ve been a sports fan my entire life, but I’ll be the first to admit that I’ve never been as interested in the Xs and Os on the court or field as a lot of my peers.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/why-i-watch-sports
Letting in the light,Matthew Griffin ,2022-04-20,"As I look back on my time on this campus built to let in sunlight, I’m aware of what a privilege it’s been to spend my college career illuminating Duke and its community. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/letting-in-the-light
Like all good things,Leah Boyd ,2022-04-20,"And the moment I stared out the window at the Chapel, my head swimming with memories instead of stress about the week ahead, I knew it was time for the end.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/like-all-good-things
I just want to say thank you,Jake C. Piazza ,2022-04-20,"If there’s one thing I’ve learned from The Chronicle, it’s that you never know when a lifelong memory is going to fall into your lap.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/i-just-want-to-say-thank-you
For a better Duke,Nadia Bey ,2022-04-20,"Sure, we love Duke Athletics and we love when Duke moves up a place in some arbitrary ranking system and we love when our researchers make new discoveries, but holding the University accountable is a form of love, too.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/for-a-better-duke
Duke’s obligation to support the student-led solution to sexual assault,Community Editorial Board ,2022-04-19,"Whether or not Duke has been looking for a solution to sexual assault on campus, SHAPE has done the heavy lifting for them. ",STUDENT VOICES COMMUNITY EDITORIAL BOARD,https://www.dukechronicle.com/article/2022/04/04192022-ceb-dukes-obligation-to-support-the-student-led-solution-to-sexual-assault-duke-shape
Here goes a photographer's attempt to write,Simran Prakash ,2022-04-19,"Over the years, I grew from someone who did not even know what to do with my new camera, only fascinated by the power of the iPhone 6 camera, into a girl whose entire life revolves around photography. I thank The Chronicle so deeply for that. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/here-goes-a-photographers-attempt-to-write
I love Duke,Ramona Naseri ,2022-04-19,"It’s okay that I don’t know what’s happening next, because that means I can finally write this next chapter myself. And if there’s one thing writing for The Chronicle has taught me: it’s writing. ",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/i-love-duke
Thank you for the lessons,Maria Morrison ,2022-04-19,"I’ve always felt that the office was a safe space, somewhere I could come to find those who would share in my joys or sorrows in equal measure. I feel genuinely loved, which is such a beautiful thing that is easy to take for granted.",STUDENT VOICES COLUMNS,https://www.dukechronicle.com/article/2022/04/thank-you-for-the-lessons
